Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,x coordinate,y coordinate,Location
2018,228,101450,101450,223-227 Canning Street,Carlton,Dan O'Connell Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,75,144.97339,-37.79303,"(-37.79303042, 144.9733888)"
2018,228,101450,101450,223-227 Canning Street,Carlton,Dan O'Connell Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.97339,-37.79303,"(-37.79303042, 144.9733888)"
2018,248,104445,104445,218-224 Drummond Street,Carlton,La Cacciatora Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.96860,-37.80116,"(-37.80116189, 144.9685977)"
2018,248,104445,104445,218-224 Drummond Street,Carlton,La Cacciatora Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,26,144.96860,-37.80116,"(-37.80116189, 144.9685977)"
2018,246,104447,104447,81-109 Grattan Street,Carlton,Tutto Premium Frozen Yogurt And Dessert,4512,Takeaway Food Services,Seats - Indoor,16,144.96622,-37.80114,"(-37.80114055, 144.9662152)"
2018,246,104447,104447,81-109 Grattan Street,Carlton,Tutto Premium Frozen Yogurt And Dessert,4512,Takeaway Food Services,Seats - Outdoor,20,144.96622,-37.80114,"(-37.80114055, 144.9662152)"
2018,243,104453,104453,163 Grattan Street,Carlton,Animal Orchestra,4511,Cafes and Restaurants,Seats - Indoor,48,144.96342,-37.80060,"(-37.80059702, 144.9634203)"
2018,243,104453,104453,163 Grattan Street,Carlton,Animal Orchestra,4511,Cafes and Restaurants,Seats - Outdoor,88,144.96342,-37.80060,"(-37.80059702, 144.9634203)"
2018,218,104477,104477,48-50 Grattan Street,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Indoor,180,144.96788,-37.80060,"(-37.80059718, 144.9678801)"
2018,218,104477,104477,48-50 Grattan Street,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96788,-37.80060,"(-37.80059718, 144.9678801)"
2018,243,105654,105654,22-40 Lincoln Square North,Carlton,Lincoln Bakery Cafe,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96273,-37.80134,"(-37.80133608, 144.9627292)"
2018,266,106076,106076,1-7 Lygon Street,Carlton,Tam Tam,4511,Cafes and Restaurants,Seats - Indoor,40,144.96564,-37.80674,"(-37.80673945, 144.9656388)"
2018,266,106081,106081,27-31 Lygon Street,Carlton,The Curtin,4520,"Pubs, Taverns and Bars",Seats - Indoor,71,144.96570,-37.80620,"(-37.80619946, 144.9656987)"
2018,266,106081,106081,27-31 Lygon Street,Carlton,The Curtin,4520,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.96570,-37.80620,"(-37.80619946, 144.9656987)"
2018,254,106083,106083,95-97 Lygon Street,Carlton,I Love Istanbul,4511,Cafes and Restaurants,Seats - Indoor,42,144.96595,-37.80468,"(-37.8046772, 144.9659495)"
2018,254,106083,106083,95-97 Lygon Street,Carlton,I Love Istanbul,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96595,-37.80468,"(-37.8046772, 144.9659495)"
2018,254,106083,106083,95-97 Lygon Street,Carlton,Black Cat on Lygon,4511,Cafes and Restaurants,Seats - Indoor,50,144.96595,-37.80468,"(-37.8046772, 144.9659495)"
2018,254,106084,106084,99-109 Lygon Street,Carlton,Toto's Pizza,4511,Cafes and Restaurants,Seats - Indoor,70,144.96598,-37.80449,"(-37.80449398, 144.965978)"
2018,254,106084,106084,99-109 Lygon Street,Carlton,Toto's Pizza,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96598,-37.80449,"(-37.80449398, 144.965978)"
2018,254,106087,106087,123-125 Lygon Street,Carlton,Mercadante Pizza,4511,Cafes and Restaurants,Seats - Indoor,45,144.96603,-37.80409,"(-37.80409022, 144.9660338)"
2018,254,106087,106087,123-125 Lygon Street,Carlton,Mercadante Pizza,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96603,-37.80409,"(-37.80409022, 144.9660338)"
2018,254,106091,106091,139-141 Lygon Street,Carlton,Universal Pizza,4511,Cafes and Restaurants,Seats - Indoor,100,144.96609,-37.80385,"(-37.80384761, 144.9660867)"
2018,262,107874,107874,255-259 Queensberry Street,Carlton,Red Capsicum,4511,Cafes and Restaurants,Seats - Indoor,40,144.96004,-37.80442,"(-37.8044181, 144.9600381)"
2018,262,107874,107874,255-259 Queensberry Street,Carlton,Red Capsicum,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96004,-37.80442,"(-37.8044181, 144.9600381)"
2018,268,108154,108153,49 Rathdowne Street,Carlton,Epocha Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.96856,-37.80577,"(-37.80577193, 144.9685646)"
2018,268,108154,108153,49 Rathdowne Street,Carlton,Epocha Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96856,-37.80577,"(-37.80577193, 144.9685646)"
2018,215,108197,108197,401 Rathdowne Street,Carlton,Shompen,4511,Cafes and Restaurants,Seats - Indoor,22,144.97032,-37.79692,"(-37.79692161, 144.9703211)"
2018,215,108202,108202,415-421 Rathdowne Street,Carlton,The Beaufort,4520,"Pubs, Taverns and Bars",Seats - Indoor,80,144.97043,-37.79652,"(-37.79652019, 144.9704269)"
2018,226,108229,108229,178 Rathdowne Street,Carlton,Sushi Ten,4511,Cafes and Restaurants,Seats - Indoor,26,144.97118,-37.79519,"(-37.79518796, 144.971183)"
2018,226,108232,108232,172 Rathdowne Street,Carlton,Fu Lu Chinese Cafe,4511,Cafes and Restaurants,Seats - Indoor,20,144.97116,-37.79532,"(-37.79532249, 144.9711595)"
2018,226,108232,108232,172 Rathdowne Street,Carlton,Fu Lu Chinese Cafe,4511,Cafes and Restaurants,Seats - Outdoor,4,144.97116,-37.79532,"(-37.79532249, 144.9711595)"
2018,226,108233,108233,168-170 Rathdowne Street,Carlton,The Olive Jar,4511,Cafes and Restaurants,Seats - Indoor,75,144.97115,-37.79538,"(-37.79538115, 144.9711493)"
2018,226,108233,108233,168-170 Rathdowne Street,Carlton,The Olive Jar,4511,Cafes and Restaurants,Seats - Outdoor,9,144.97115,-37.79538,"(-37.79538115, 144.9711493)"
2018,226,108234,108234,166 Rathdowne Street,Carlton,Moretons Brasserie,4511,Cafes and Restaurants,Seats - Indoor,38,144.97114,-37.79544,"(-37.79543526, 144.97114)"
2018,226,108236,108236,160-162 Rathdowne Street,Carlton,Calrton Pizzeria Bar and Restaurant,4511,Cafes and Restaurants,Seats - Indoor,20,144.97112,-37.79554,"(-37.79553641, 144.9711228)"
2018,226,108236,108236,160-162 Rathdowne Street,Carlton,Calrton Pizzeria Bar and Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,12,144.97112,-37.79554,"(-37.79553641, 144.9711228)"
2018,224,108247,108247,114-116 Rathdowne Street,Carlton,Paris Go Bistro,4511,Cafes and Restaurants,Seats - Indoor,50,144.97088,-37.79696,"(-37.79695591, 144.9708847)"
2018,217,102686,102686,313-315 Drummond Street,Carlton,Masani's Italian Dinning & Terrace,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96849,-37.79838,"(-37.79837968, 144.9684928)"
2018,265,101581,101581,55 Cardigan Street,Carlton,Mr Bello,4512,Takeaway Food Services,Seats - Indoor,20,144.96428,-37.80544,"(-37.80543838, 144.9642776)"
2018,265,101581,101581,55 Cardigan Street,Carlton,Mr Bello,4512,Takeaway Food Services,Seats - Outdoor,12,144.96428,-37.80544,"(-37.80543838, 144.9642776)"
2018,204,101613,101613,377-391 Cardigan Street,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.96575,-37.79726,"(-37.79725509, 144.9657543)"
2018,204,101613,101613,377-391 Cardigan Street,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,50,144.96575,-37.79726,"(-37.79725509, 144.9657543)"
2018,38,108272,108272,22 Ridgway Place,Melbourne (CBD),Liaision,4512,Takeaway Food Services,Seats - Indoor,22,144.97249,-37.81292,"(-37.8129228, 144.9724886)"
2018,38,108272,108272,22 Ridgway Place,Melbourne (CBD),Liaision,4512,Takeaway Food Services,Seats - Outdoor,10,144.97249,-37.81292,"(-37.8129228, 144.9724886)"
2018,47,108591,108591,114-120 Russell Street,Melbourne (CBD),Izakaya Den,4511,Cafes and Restaurants,Seats - Indoor,52,144.96896,-37.81349,"(-37.81349217, 144.9689598)"
2018,47,108591,108591,114-120 Russell Street,Melbourne (CBD),Brioche by Phillip,4512,Takeaway Food Services,Seats - Indoor,10,144.96896,-37.81349,"(-37.81349217, 144.9689598)"
2018,47,108591,108591,114-120 Russell Street,Melbourne (CBD),Brioche by Phillip,4512,Takeaway Food Services,Seats - Outdoor,3,144.96896,-37.81349,"(-37.81349217, 144.9689598)"
2018,57,101213,101213,134-144 Bourke Street,Melbourne (CBD),Virgin Active Health Club,9111,Health and Fitness Centres and Gymnasia Operation,Seats - Indoor,32,144.96884,-37.81200,"(-37.81200027, 144.9688386)"
2018,58,103621,103621,174-192 Exhibition Street,Melbourne (CBD),Locanda Italian Steakhouse,4511,Cafes and Restaurants,Seats - Indoor,90,144.97064,-37.81122,"(-37.81121898, 144.9706367)"
2018,58,103621,103621,174-192 Exhibition Street,Melbourne (CBD),Locanda Italian Steakhouse,4511,Cafes and Restaurants,Seats - Outdoor,34,144.97064,-37.81122,"(-37.81121898, 144.9706367)"
2018,58,108986,108986,161 Spring Street,Melbourne (CBD),The European,4511,Cafes and Restaurants,Seats - Indoor,50,144.97243,-37.81095,"(-37.81095112, 144.972429)"
2018,58,108986,108986,161 Spring Street,Melbourne (CBD),The European,4511,Cafes and Restaurants,Seats - Outdoor,18,144.97243,-37.81095,"(-37.81095112, 144.972429)"
2018,67,108583,108583,196-208 Russell Street,Melbourne (CBD),Shou Sumiyaki,4511,Cafes and Restaurants,Seats - Indoor,90,144.96788,-37.81159,"(-37.81158618, 144.9678758)"
2018,67,108583,108583,196-208 Russell Street,Melbourne (CBD),Crystal Jade Restaurant,4511,Cafes and Restaurants,Seats - Indoor,200,144.96788,-37.81159,"(-37.81158618, 144.9678758)"
2018,78,103618,103618,242-284 Exhibition Street,Melbourne (CBD),Bros Sushi,4511,Cafes and Restaurants,Seats - Indoor,12,144.96998,-37.80942,"(-37.80941511, 144.9699756)"
2018,78,103618,103618,242-284 Exhibition Street,Melbourne (CBD),Bros Sushi,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96998,-37.80942,"(-37.80941511, 144.9699756)"
2018,87,106056,106056,2-14 Exploration Lane,Melbourne (CBD),Laksa Bar,4511,Cafes and Restaurants,Seats - Indoor,60,144.96845,-37.80914,"(-37.80913977, 144.9684463)"
2018,87,106056,106056,2-14 Exploration Lane,Melbourne (CBD),The League Of Honest Coffee,4511,Cafes and Restaurants,Seats - Indoor,60,144.96845,-37.80914,"(-37.80913977, 144.9684463)"
2018,95,103306,103306,382-384 Elizabeth Street,Melbourne (CBD),Gloria Jeans,4511,Cafes and Restaurants,Seats - Indoor,40,144.96145,-37.80977,"(-37.8097713, 144.9614519)"
2018,95,103306,103306,382-384 Elizabeth Street,Melbourne (CBD),Gloria Jeans,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96145,-37.80977,"(-37.8097713, 144.9614519)"
2018,97,105491,105491,58-66 La Trobe Street,Melbourne (CBD),Shanghai Street / Momo Tea,4511,Cafes and Restaurants,Seats - Indoor,40,144.96694,-37.80830,"(-37.80829656, 144.9669434)"
2018,114,103235,103235,501-503 Elizabeth Street,Melbourne (CBD),McDonalds,4511,Cafes and Restaurants,Seats - Indoor,136,144.95955,-37.80735,"(-37.80735246, 144.9595521)"
2018,114,103235,103235,501-503 Elizabeth Street,Melbourne (CBD),McDonalds,4511,Cafes and Restaurants,Seats - Outdoor,64,144.95955,-37.80735,"(-37.80735246, 144.9595521)"
2018,115,104101,104101,58-64 Franklin Street,Melbourne (CBD),Mercure Melbourne Therry Street,4400,Accommodation,Seats - Indoor,80,144.96082,-37.80742,"(-37.8074203, 144.9608155)"
2018,27,541562,102071,121-131 Collins Street,Melbourne (CBD),Collins Kitchen,4511,Cafes and Restaurants,Seats - Indoor,360,144.96987,-37.81512,"(-37.81511565, 144.9698718)"
2018,78,603923,580091,32-54 Lonsdale Street,Melbourne (CBD),Babbo,4511,Cafes and Restaurants,Seats - Indoor,42,144.97073,-37.80919,"(-37.8091852, 144.970729)"
2018,78,603923,580091,32-54 Lonsdale Street,Melbourne (CBD),Babbo,4511,Cafes and Restaurants,Seats - Outdoor,23,144.97073,-37.80919,"(-37.8091852, 144.970729)"
2018,95,500323,500323,19-37 A'Beckett Street,Melbourne (CBD),No 1 Spicey Pot,4511,Cafes and Restaurants,Seats - Indoor,58,144.96261,-37.80894,"(-37.80894116, 144.96261)"
2018,47,625840,103597,111-129 Bourke Street,Melbourne (CBD),Nashi,4511,Cafes and Restaurants,Seats - Indoor,31,144.97011,-37.81281,"(-37.81281419, 144.9701103)"
2018,47,625840,103597,111-129 Bourke Street,Melbourne (CBD),Nashi,4511,Cafes and Restaurants,Seats - Outdoor,33,144.97011,-37.81281,"(-37.81281419, 144.9701103)"
2018,17,104022,104022,138-140 Flinders Street,Melbourne (CBD),Cento Mani,4512,Takeaway Food Services,Seats - Indoor,17,144.97034,-37.81637,"(-37.81637266, 144.9703373)"
2018,47,101118,101118,131-135 Bourke Street,Melbourne (CBD),Heirloom,4511,Cafes and Restaurants,Seats - Indoor,113,144.96947,-37.81301,"(-37.81300792, 144.9694679)"
2018,57,105836,105836,115-117 Little Bourke Street,Melbourne (CBD),Gyoza Gyoza & Momo Shabu Shabu,4511,Cafes and Restaurants,Seats - Indoor,150,144.96901,-37.81159,"(-37.81158818, 144.9690101)"
2018,87,101023,101023,25 Bennetts Lane,Melbourne (CBD),Bennetts Lane Jazz Club,4520,"Pubs, Taverns and Bars",Seats - Indoor,250,144.96756,-37.80889,"(-37.8088919, 144.9675577)"
2018,77,103608,103608,275-285 Exhibition Street,Melbourne (CBD),Trunk,4511,Cafes and Restaurants,Seats - Indoor,150,144.96891,-37.80938,"(-37.80938252, 144.9689059)"
2018,77,103608,103608,275-285 Exhibition Street,Melbourne (CBD),Trunk,4511,Cafes and Restaurants,Seats - Outdoor,200,144.96891,-37.80938,"(-37.80938252, 144.9689059)"
2018,87,103609,103609,287-293 Exhibition Street,Melbourne (CBD),Vanilla Bean,4511,Cafes and Restaurants,Seats - Indoor,80,144.96889,-37.80907,"(-37.80907441, 144.9688943)"
2018,87,103610,103610,295-301 Exhibition Street,Melbourne (CBD),Sally's Kitchen,4511,Cafes and Restaurants,Seats - Indoor,50,144.96883,-37.80893,"(-37.80893103, 144.9688278)"
2018,87,103610,103610,295-301 Exhibition Street,Melbourne (CBD),Sally's Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,15,144.96883,-37.80893,"(-37.80893103, 144.9688278)"
2018,87,103612,103612,305-307 Exhibition Street,Melbourne (CBD),B & B' Guette Cafe,4511,Cafes and Restaurants,Seats - Indoor,38,144.96876,-37.80879,"(-37.80879389, 144.9687626)"
2018,77,105762,105762,92-106 Lonsdale Street,Melbourne (CBD),Melbourne Marriott Hotel,4400,Accommodation,Seats - Indoor,136,144.96914,-37.80988,"(-37.80987992, 144.9691385)"
2018,37,102161,102161,76-84 Collins Street,Melbourne (CBD),Mediterranean Deli,4511,Cafes and Restaurants,Seats - Indoor,4,144.97067,-37.81364,"(-37.81363931, 144.970669)"
2018,37,102161,102161,76-84 Collins Street,Melbourne (CBD),Mediterranean Deli,4511,Cafes and Restaurants,Seats - Outdoor,34,144.97067,-37.81364,"(-37.81363931, 144.970669)"
2018,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Collins Quarter,4520,"Pubs, Taverns and Bars",Seats - Indoor,171,144.97058,-37.81394,"(-37.81393792, 144.9705844)"
2018,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Collins Quarter,4520,"Pubs, Taverns and Bars",Seats - Outdoor,90,144.97058,-37.81394,"(-37.81393792, 144.9705844)"
2018,47,101126,101126,173-175 Bourke Street,Melbourne (CBD),Edoya Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,47,144.96842,-37.81299,"(-37.81298764, 144.968417)"
2018,47,101126,101126,173-175 Bourke Street,Melbourne (CBD),Taco Bill Mexican Restaurant,4511,Cafes and Restaurants,Seats - Indoor,50,144.96842,-37.81299,"(-37.81298764, 144.968417)"
2018,47,101125,101125,171 Bourke Street,Melbourne (CBD),Fomo Thai,4511,Cafes and Restaurants,Seats - Indoor,100,144.96850,-37.81296,"(-37.81296417, 144.9684971)"
2018,47,101124,101124,169 Bourke Street,Melbourne (CBD),Da Rin,4511,Cafes and Restaurants,Seats - Indoor,52,144.96856,-37.81295,"(-37.81294537, 144.9685634)"
2018,47,101120,101120,143-145 Bourke Street,Melbourne (CBD),Izakya Hachibeh,4511,Cafes and Restaurants,Seats - Indoor,80,144.96904,-37.81278,"(-37.81278457, 144.969042)"
2018,47,108590,108590,122 Russell Street,Melbourne (CBD),Embla,4511,Cafes and Restaurants,Seats - Indoor,50,144.96872,-37.81343,"(-37.81342971, 144.9687156)"
2018,95,109315,109315,407-409 Swanston Street,Melbourne (CBD),Joomak Korean Restaurant,4511,Cafes and Restaurants,Seats - Indoor,60,144.96318,-37.80896,"(-37.80895563, 144.9631789)"
2018,95,109315,109315,407-409 Swanston Street,Melbourne (CBD),Druids Cafe,4511,Cafes and Restaurants,Seats - Indoor,75,144.96318,-37.80896,"(-37.80895563, 144.9631789)"
2018,95,109315,109315,407-409 Swanston Street,Melbourne (CBD),Druids Cafe,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96318,-37.80896,"(-37.80895563, 144.9631789)"
2018,95,109312,109312,377-391 Swanston Street,Melbourne (CBD),Hungry Jack's,4511,Cafes and Restaurants,Seats - Indoor,154,144.96342,-37.80946,"(-37.80945582, 144.9634216)"
2018,95,109312,109312,377-391 Swanston Street,Melbourne (CBD),Hungry Jack's,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96342,-37.80946,"(-37.80945582, 144.9634216)"
2018,95,109312,109312,377-391 Swanston Street,Melbourne (CBD),Hokuto Japanese Cafe,4512,Takeaway Food Services,Seats - Indoor,12,144.96342,-37.80946,"(-37.80945582, 144.9634216)"
2018,95,109312,109312,377-391 Swanston Street,Melbourne (CBD),Hokuto Japanese Cafe,4512,Takeaway Food Services,Seats - Outdoor,8,144.96342,-37.80946,"(-37.80945582, 144.9634216)"
2018,95,103308,103308,368-378 Elizabeth Street,Melbourne (CBD),Oriental Spoon,4511,Cafes and Restaurants,Seats - Indoor,180,144.96176,-37.80995,"(-37.80995265, 144.9617566)"
2018,125,103292,103292,506-516 Elizabeth Street,Melbourne (CBD),Wing Loong Chinese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,60,144.96019,-37.80673,"(-37.8067293, 144.9601865)"
2018,125,103292,103292,506-516 Elizabeth Street,Melbourne (CBD),Wing Loong Chinese Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96019,-37.80673,"(-37.8067293, 144.9601865)"
2018,57,520416,520416,119-127 Little Bourke Street,Melbourne (CBD),City Orchids Garden,4511,Cafes and Restaurants,Seats - Indoor,105,144.96889,-37.81158,"(-37.81158269, 144.968888)"
2018,57,106433,106433,18-24 Market Lane,Melbourne (CBD),Hofbrouhaus Restaurant,4511,Cafes and Restaurants,Seats - Indoor,150,144.96940,-37.81175,"(-37.81175109, 144.9694035)"
2018,57,106433,106433,18-24 Market Lane,Melbourne (CBD),Ding Dong Lounge,4520,"Pubs, Taverns and Bars",Seats - Indoor,80,144.96940,-37.81175,"(-37.81175109, 144.9694035)"
2018,57,106432,106432,26-28 Market Lane,Melbourne (CBD),Hofbrauhaus Restaurant,4511,Cafes and Restaurants,Seats - Indoor,60,144.96934,-37.81161,"(-37.81160879, 144.9693365)"
2018,57,105832,105832,105 Little Bourke Street,Melbourne (CBD),Dessert Kitchen,4511,Cafes and Restaurants,Seats - Indoor,50,144.96934,-37.81146,"(-37.81146458, 144.9693397)"
2018,57,103601,103601,189-195 Exhibition Street,Melbourne (CBD),369 Chinese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,50,144.96991,-37.81129,"(-37.81128979, 144.9699127)"
2018,57,103601,103601,189-195 Exhibition Street,Melbourne (CBD),Golden Delicious,4511,Cafes and Restaurants,Seats - Indoor,130,144.96991,-37.81129,"(-37.81128979, 144.9699127)"
2018,57,103598,103598,165-167 Exhibition Street,Melbourne (CBD),Indi Hots Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.97010,-37.81171,"(-37.81170901, 144.9700957)"
2018,57,101217,101217,124-128 Bourke Street,Melbourne (CBD),Welcome Stranger,4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.96926,-37.81207,"(-37.81207135, 144.9692644)"
2018,57,101217,101217,124-128 Bourke Street,Melbourne (CBD),Flower Drum,4511,Cafes and Restaurants,Seats - Indoor,140,144.96926,-37.81207,"(-37.81207135, 144.9692644)"
2018,57,101213,101213,134-144 Bourke Street,Melbourne (CBD),Shark Fin House,4511,Cafes and Restaurants,Seats - Indoor,380,144.96884,-37.81200,"(-37.81200027, 144.9688386)"
2018,57,101212,101212,152-158 Bourke Street,Melbourne (CBD),Charltons Entertainment Complex / Roxanne Bar,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,50,144.96852,-37.81208,"(-37.81207819, 144.9685177)"
2018,57,101212,101212,152-158 Bourke Street,Melbourne (CBD),Ginza Teppanyaki Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.96852,-37.81208,"(-37.81207819, 144.9685177)"
2018,57,101212,101212,152-158 Bourke Street,Melbourne (CBD),Palsaik,4511,Cafes and Restaurants,Seats - Indoor,120,144.96852,-37.81208,"(-37.81207819, 144.9685177)"
2018,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,90,144.96764,-37.81098,"(-37.81098245, 144.9676439)"
2018,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96764,-37.81098,"(-37.81098245, 144.9676439)"
2018,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Heartbreaker,4520,"Pubs, Taverns and Bars",Seats - Indoor,100,144.96764,-37.81098,"(-37.81098245, 144.9676439)"
2018,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Pho Dung Tan Dinh City,4511,Cafes and Restaurants,Seats - Indoor,80,144.96764,-37.81098,"(-37.81098245, 144.9676439)"
2018,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Seoul House Korean Restaurant,4511,Cafes and Restaurants,Seats - Indoor,150,144.96764,-37.81098,"(-37.81098245, 144.9676439)"
2018,67,105682,105682,149-155 Lonsdale Street,Melbourne (CBD),Dainty Sichuan Food,4511,Cafes and Restaurants,Seats - Indoor,250,144.96802,-37.81091,"(-37.81090609, 144.9680168)"
2018,67,105681,110701,145-147 Lonsdale Street,Melbourne (CBD),Jang Go Mama,4512,Takeaway Food Services,Seats - Indoor,10,144.96815,-37.81082,"(-37.81081709, 144.9681526)"
2018,67,105681,110701,145-147 Lonsdale Street,Melbourne (CBD),Jang Go Mama,4512,Takeaway Food Services,Seats - Outdoor,4,144.96815,-37.81082,"(-37.81081709, 144.9681526)"
2018,67,105677,105677,117-121 Lonsdale Street,Melbourne (CBD),Goldern Nugget,9209,Other Gambling Activities,Seats - Indoor,50,144.96890,-37.81075,"(-37.81074918, 144.9689026)"
2018,67,103604,103604,229 Exhibition Street,Melbourne (CBD),Dumpling To Go,4511,Cafes and Restaurants,Seats - Indoor,45,144.96955,-37.81058,"(-37.81058395, 144.969548)"
2018,67,103602,103602,199-219 Exhibition Street,Melbourne (CBD),Her Majesty's Theatre,9003,Performing Arts Venue Operation,Seats - Indoor,40,144.96953,-37.81092,"(-37.81091972, 144.9695311)"
2018,67,103602,103602,199-219 Exhibition Street,Melbourne (CBD),Her Majesty's Theatre,9003,Performing Arts Venue Operation,Seats - Outdoor,16,144.96953,-37.81092,"(-37.81091972, 144.9695311)"
2018,67,105895,105895,112-114 Little Bourke Street,Melbourne (CBD),Shanghai Village,4511,Cafes and Restaurants,Seats - Indoor,180,144.96908,-37.81124,"(-37.8112442, 144.9690759)"
2018,67,105893,105893,120-122 Little Bourke Street,Melbourne (CBD),Empress of China,4511,Cafes and Restaurants,Seats - Indoor,100,144.96891,-37.81132,"(-37.81131603, 144.9689091)"
2018,67,105892,105892,124-126 Little Bourke Street,Melbourne (CBD),Golden Orchid Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.96876,-37.81131,"(-37.81131265, 144.96876)"
2018,67,105892,105892,124-126 Little Bourke Street,Melbourne (CBD),Golden Orchid Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96876,-37.81131,"(-37.81131265, 144.96876)"
2018,67,102198,102198,22-26 Corrs Lane,Melbourne (CBD),Sichuan House,4511,Cafes and Restaurants,Seats - Indoor,76,144.96832,-37.81100,"(-37.81099753, 144.9683243)"
2018,28,102063,102060,45 Collins Street,Melbourne (CBD),Nashi,4512,Takeaway Food Services,Seats - Outdoor,10,144.97263,-37.81431,"(-37.81430518, 144.9726256)"
2018,28,102063,102060,45 Collins Street,Melbourne (CBD),Thr1ve,4511,Cafes and Restaurants,Seats - Indoor,20,144.97263,-37.81431,"(-37.81430518, 144.9726256)"
2018,28,102063,102060,45 Collins Street,Melbourne (CBD),Asian Pavillion,4511,Cafes and Restaurants,Seats - Indoor,14,144.97263,-37.81431,"(-37.81430518, 144.9726256)"
2018,28,102063,102060,45 Collins Street,Melbourne (CBD),Asian Pavillion,4511,Cafes and Restaurants,Seats - Outdoor,13,144.97263,-37.81431,"(-37.81430518, 144.9726256)"
2018,28,102063,102060,45 Collins Street,Melbourne (CBD),Kenzan Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.97263,-37.81431,"(-37.81430518, 144.9726256)"
2018,67,105678,105678,123-129 Lonsdale Street,Melbourne (CBD),Cafe Caledonia,4511,Cafes and Restaurants,Seats - Indoor,16,144.96868,-37.81073,"(-37.81072965, 144.9686753)"
2018,67,105678,105678,123-129 Lonsdale Street,Melbourne (CBD),Cafe Caledonia,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96868,-37.81073,"(-37.81072965, 144.9686753)"
2018,67,110654,110654,235 Exhibition Street,Melbourne (CBD),Subway,4511,Cafes and Restaurants,Seats - Indoor,28,144.96948,-37.81044,"(-37.81044339, 144.9694839)"
2018,67,110654,110654,235 Exhibition Street,Melbourne (CBD),Subway,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96948,-37.81044,"(-37.81044339, 144.9694839)"
2018,48,101106,101106,23-29 Bourke Street,Melbourne (CBD),Society Cafe,4511,Cafes and Restaurants,Seats - Indoor,90,144.97239,-37.81181,"(-37.81181473, 144.9723932)"
2018,48,101106,101106,23-29 Bourke Street,Melbourne (CBD),Society Cafe,4511,Cafes and Restaurants,Seats - Outdoor,20,144.97239,-37.81181,"(-37.81181473, 144.9723932)"
2018,57,103599,103599,169-171 Exhibition Street,Melbourne (CBD),1806 / The Understudy,4520,"Pubs, Taverns and Bars",Seats - Indoor,107,144.97007,-37.81165,"(-37.81165141, 144.9700687)"
2018,87,103611,103611,303 Exhibition Street,Melbourne (CBD),Decoy Art House Cafe,4511,Cafes and Restaurants,Seats - Indoor,50,144.96879,-37.80885,"(-37.80884799, 144.9687883)"
